Value =  1.03548e+00
Rxn  Value+       Value-           Sensitivi   Reaction Name
  71  1.03548e+00   1.03548e+00   0.0000e+00  H2O + HCO <=> CO + H + H2O:E
  72  1.03548e+00   1.03548e+00   0.0000e+00  HCO + O2 <=> CO + HO2:A
  73  1.03548e+00   1.03548e+00   0.0000e+00  HCO + O2 <=> CO + HO2:E
  74  1.03548e+00   1.03548e+00   0.0000e+00  CO + H2 (+M) <=> CH2O (+M):HpA
  75  1.03548e+00   1.03548e+00   0.0000e+00  C + OH <=> CO + H:A
  76  1.03548e+00   1.03548e+00   0.0000e+00  C + O2 <=> CO + O:A
  77  1.03548e+00   1.03548e+00   0.0000e+00  C + O2 <=> CO + O:E
  78  1.03548e+00   1.03548e+00   1.6443e-07  CH + H <=> C + H2:A
  79  1.03548e+00   1.03548e+00   0.0000e+00  CH + O <=> CO + H:A
  80  1.03548e+00   1.03548e+00   0.0000e+00  CH + OH <=> H + HCO:A
  81  1.03548e+00   1.03548e+00  -9.9269e-06  CH + H2 <=> CH2 + H:A
  82  1.03548e+00   1.03548e+00   8.1317e-06  CH + H2 <=> CH2 + H:E
  83  1.03548e+00   1.03548e+00   0.0000e+00  CH + H2O <=> CH2O + H:A
  84  1.03548e+00   1.03548e+00   0.0000e+00  CH + H2O <=> CH2O + H:E
  85  1.03548e+00   1.03548e+00   0.0000e+00  CH + O2 <=> HCO + O:A
  86  1.03548e+00   1.03548e+00   0.0000e+00  CH + CO (+M) <=> HCCO (+M):HpA
  87  1.03548e+00   1.03548e+00   0.0000e+00  CH + CO2 <=> CO + HCO:A
  88  1.03548e+00   1.03548e+00   0.0000e+00  CH + CO2 <=> CO + HCO:E
  89  1.03548e+00   1.03548e+00   0.0000e+00  H + HCO (+M) <=> CH2O (+M):HpA
  90  1.03548e+00   1.03548e+00  -1.6251e-06  CH2 + H (+M) <=> CH3 (+M):HpA
  91  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + O <=> H + HCO:A
  92  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + OH <=> CH2O + H:A
  93  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + OH <=> CH + H2O:A
  94  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + OH <=> CH + H2O:E
  95  1.03548e+00   1.03548e+00   3.0414e-06  CH2 + H2 <=> CH3 + H:A
  96  1.03548e+00   1.03548e+00  -8.7840e-06  CH2 + H2 <=> CH3 + H:E
  97  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + O2 <=> HCO + OH:A
  98  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + O2 <=> HCO + OH:E
  99  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + O2 <=> CO2 + 2 H:A
 100  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + O2 <=> CO2 + 2 H:E
 101  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + HO2 <=> CH2O + OH:A
 102  1.03548e+00   1.03548e+00   4.9932e-10  C + CH2 <=> C2H + H:A
 103  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + CO (+M) <=> CH2CO (+M):HpA
 104  1.03548e+00   1.03548e+00  -2.5364e-10  CH + CH2 <=> C2H2 + H:A
 105  1.03548e+00   1.03548e+00  -5.5229e-09  2 CH2 <=> C2H2 + H2:A
 106  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + N2 <=> CH2 + N2:A
 107  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + N2 <=> CH2 + N2:E
 108  1.03548e+00   1.03548e+00  -4.0080e-07  AR + CH2* <=> AR + CH2:A
 109  1.03548e+00   1.03548e+00  -1.1474e-06  AR + CH2* <=> AR + CH2:E
 110  1.03548e+00   1.03548e+00  -1.6657e-08  CH2* + H <=> CH + H2:A
 111  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + O <=> CO + H2:A
 112  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + O <=> H + HCO:A
 113  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + OH <=> CH2O + H:A
 114  1.03548e+00   1.03547e+00   6.3426e-05  CH2* + H2 <=> CH3 + H:A
 115  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + O2 <=> CO + H + OH:A
 116  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + O2 <=> CO + H2O:A
 117  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + H2O (+M) <=> CH3OH (+M):HpA
 118  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + H2O <=> CH2 + H2O:A
 119  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + CO <=> CH2 + CO:A
 120  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + CO2 <=> CH2 + CO2:A
 121  1.03548e+00   1.03548e+00   0.0000e+00  CH2* + CO2 <=> CH2O + CO:A
 122  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + H (+M) <=> CH2OH (+M):HpA
 123  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + H (+M) <=> CH3O (+M):HpA
 124  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + H <=> H2 + HCO:A
 125  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + H <=> H2 + HCO:E
 126  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + O <=> HCO + OH:A
 127  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + O <=> HCO + OH:E
 128  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + OH <=> H2O + HCO:A
 129  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + OH <=> H2O + HCO:E
 130  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + O2 <=> HCO + HO2:A
 131  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + O2 <=> HCO + HO2:E
 132  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + HO2 <=> H2O2 + HCO:A
 133  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + HO2 <=> H2O2 + HCO:E
 134  1.03548e+00   1.03548e+00   0.0000e+00  CH + CH2O <=> CH2CO + H:A
 135  1.03548e+00   1.03548e+00   0.0000e+00  CH + CH2O <=> CH2CO + H:E
 136  1.03549e+00   1.03547e+00   1.9161e-04  CH3 + H (+M) <=> CH4 (+M):HpA
 137  1.03548e+00   1.03548e+00   6.8831e-07  CH3 + O <=> CH2O + H:A
 138  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + OH (+M) <=> CH3OH (+M):HpA
 139  1.03548e+00   1.03548e+00  -4.9251e-10  CH3 + OH <=> CH2 + H2O:A
 140  1.03548e+00   1.03548e+00  -6.1016e-11  CH3 + OH <=> CH2 + H2O:E
 141  1.03548e+00   1.03548e+00   2.7734e-10  CH3 + OH <=> CH2* + H2O:A
 142  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + O2 <=> CH3O + O:A
 143  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + O2 <=> CH3O + O:E
 144  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + O2 <=> CH2O + OH:A
 145  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + O2 <=> CH2O + OH:E
 146  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + HO2 <=> CH4 + O2:A
 147  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + HO2 <=> CH3O + OH:A
 148  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + H2O2 <=> CH4 + HO2:A
 149  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + H2O2 <=> CH4 + HO2:E
 150  1.03548e+00   1.03548e+00  -4.7587e-09  C + CH3 <=> C2H2 + H:A
 151  1.03548e+00   1.03548e+00   4.9693e-07  CH + CH3 <=> C2H3 + H:A
 152  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + HCO <=> CH4 + CO:A
 153  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + CH3 <=> CH4 + HCO:A
 154  1.03548e+00   1.03548e+00   0.0000e+00  CH2O + CH3 <=> CH4 + HCO:E
 155  1.03548e+00   1.03547e+00   6.6563e-05  CH2 + CH3 <=> C2H4 + H:A
 156  1.03548e+00   1.03548e+00   1.7504e-07  CH2* + CH3 <=> C2H4 + H:A
 157  1.03548e+00   1.03548e+00   4.6912e-08  CH2* + CH3 <=> C2H4 + H:E
 158  1.03544e+00   1.03551e+00  -7.2139e-04  2 CH3 (+M) <=> C2H6 (+M):HpA
 159  1.03536e+00   1.03559e+00  -2.1398e-03  2 CH3 <=> C2H5 + H:A
 160  1.03599e+00   1.03486e+00   1.0858e-02  2 CH3 <=> C2H5 + H:E
 161  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + HCCO <=> C2H4 + CO:A
 162  1.03548e+00   1.03548e+00  -5.1015e-10  C2H + CH3 <=> C3H3 + H:A
 163  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + H (+M) <=> CH3OH (+M):HpA
 164  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + H <=> CH2OH + H:A
 165  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + H <=> CH2O + H2:A
 166  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + H <=> CH3 + OH:A
 167  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + H <=> CH2* + H2O:A
 168  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + O <=> CH2O + OH:A
 169  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + OH <=> CH2O + H2O:A
 170  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + O2 <=> CH2O + HO2:A
 171  1.03548e+00   1.03548e+00   0.0000e+00  CH3O + O2 <=> CH2O + HO2:E
 172  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + H (+M) <=> CH3OH (+M):HpA
 173  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + H <=> CH2O + H2:A
 174  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + H <=> CH3 + OH:A
 175  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + H <=> CH2* + H2O:A
 176  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + O <=> CH2O + OH:A
 177  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + OH <=> CH2O + H2O:A
 178  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + O2 <=> CH2O + HO2:A
 179  1.03548e+00   1.03548e+00   0.0000e+00  CH2OH + O2 <=> CH2O + HO2:E
 180  1.03548e+00   1.03548e+00  -2.5291e-05  CH4 + H <=> CH3 + H2:A
 181  1.03548e+00   1.03547e+00   1.3090e-04  CH4 + H <=> CH3 + H2:E
 182  1.03548e+00   1.03548e+00   0.0000e+00  CH4 + O <=> CH3 + OH:A
 183  1.03548e+00   1.03548e+00   0.0000e+00  CH4 + O <=> CH3 + OH:E
 184  1.03548e+00   1.03548e+00   0.0000e+00  CH4 + OH <=> CH3 + H2O:A
 185  1.03548e+00   1.03548e+00   0.0000e+00  CH4 + OH <=> CH3 + H2O:E
 186  1.03548e+00   1.03548e+00   4.0750e-07  CH + CH4 <=> C2H4 + H:A
 187  1.03548e+00   1.03548e+00   5.9165e-06  CH2 + CH4 <=> 2 CH3:A
 188  1.03548e+00   1.03548e+00  -2.1985e-05  CH2 + CH4 <=> 2 CH3:E
 189  1.03548e+00   1.03548e+00   1.5786e-05  CH2* + CH4 <=> 2 CH3:A
 190  1.03548e+00   1.03548e+00   3.2553e-06  CH2* + CH4 <=> 2 CH3:E
 191  1.03548e+00   1.03548e+00   2.2275e-10  C2H + CH4 <=> C2H2 + CH3:A
 192  1.03548e+00   1.03548e+00  -8.0203e-10  C2H + CH4 <=> C2H2 + CH3:E
 193  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + H <=> CH2OH + H2:A
 194  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + H <=> CH2OH + H2:E
 195  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + H <=> CH3O + H2:A
 196  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + H <=> CH3O + H2:E
 197  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + O <=> CH2OH + OH:A
 198  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + O <=> CH2OH + OH:E
 199  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + O <=> CH3O + OH:A
 200  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + O <=> CH3O + OH:E
 201  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + OH <=> CH2OH + H2O:A
 202  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + OH <=> CH2OH + H2O:E
 203  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + OH <=> CH3O + H2O:A
 204  1.03548e+00   1.03548e+00   0.0000e+00  CH3OH + OH <=> CH3O + H2O:E
 205  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + CH3OH <=> CH2OH + CH4:A
 206  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + CH3OH <=> CH2OH + CH4:E
 207  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + CH3OH <=> CH3O + CH4:A
 208  1.03548e+00   1.03548e+00   0.0000e+00  CH3 + CH3OH <=> CH3O + CH4:E
 209  1.03548e+00   1.03548e+00  -1.2496e-09  C2H + H (+M) <=> C2H2 (+M):HpA
 210  1.03548e+00   1.03548e+00   0.0000e+00  C2H + O <=> CH + CO:A
 211  1.03548e+00   1.03548e+00   0.0000e+00  C2H + OH <=> H + HCCO:A
 212  1.03548e+00   1.03548e+00   0.0000e+00  C2H + O2 <=> CO + HCO:A
 213  1.03548e+00   1.03548e+00   0.0000e+00  C2H + O2 <=> CO + HCO:E
 214  1.03548e+00   1.03548e+00  -8.2773e-10  C2H + H2 <=> C2H2 + H:A
 215  1.03548e+00   1.03548e+00  -5.9487e-10  C2H + H2 <=> C2H2 + H:E
 216  1.03548e+00   1.03548e+00   0.0000e+00  C2O + H <=> CH + CO:A
 217  1.03548e+00   1.03548e+00   0.0000e+00  C2O + O <=> 2 CO:A
 218  1.03548e+00   1.03548e+00   0.0000e+00  C2O + OH <=> 2 CO + H:A
 219  1.03548e+00   1.03548e+00   0.0000e+00  C2O + O2 <=> 2 CO + O:A
 220  1.03548e+00   1.03548e+00   0.0000e+00  H + HCCO <=> CH2* + CO:A
 221  1.03548e+00   1.03548e+00   0.0000e+00  HCCO + O <=> 2 CO + H:A
 222  1.03548e+00   1.03548e+00   0.0000e+00  HCCO + O2 <=> 2 CO + OH:A
 223  1.03548e+00   1.03548e+00   0.0000e+00  HCCO + O2 <=> 2 CO + OH:E
 224  1.03548e+00   1.03548e+00   0.0000e+00  CH + HCCO <=> C2H2 + CO:A
 225  1.03548e+00   1.03548e+00   0.0000e+00  CH2 + HCCO <=> C2H3 + CO:A
 226  1.03548e+00   1.03548e+00   0.0000e+00  2 HCCO <=> C2H2 + 2 CO:A
 227  1.03548e+00   1.03548e+00   0.0000e+00  HCCO + OH <=> C2O + H2O:A
 228  1.03548e+00   1.03548e+00   9.6996e-07  C2H2 (+M) <=> H2CC (+M):HpA
 229  1.03548e+00   1.03548e+00   1.0631e-05  C2H3 (+M) <=> C2H2 + H (+M):HpA
 230  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + O <=> C2H + OH:A
 231  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + O <=> C2H + OH:E
 232  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + O <=> CH2 + CO:A
 233  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + O <=> CH2 + CO:E
 234  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + O <=> H + HCCO:A
 235  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + O <=> H + HCCO:E
 236  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> CH2CO + H:A
 237  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> CH2CO + H:E
 238  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> H + HCCOH:A
 239  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> H + HCCOH:E
 240  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> C2H + H2O:A
 241  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> C2H + H2O:E
 242  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> CH3 + CO:A
 243  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + OH <=> CH3 + CO:E
 244  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + HCO <=> C2H3 + CO:A
 245  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + HCO <=> C2H3 + CO:E
 246  1.03548e+00   1.03548e+00  -3.8271e-11  C2H2 + CH2 <=> C3H3 + H:A
 247  1.03548e+00   1.03548e+00  -1.4126e-09  C2H2 + CH2 <=> C3H3 + H:E
 248  1.03548e+00   1.03548e+00   1.8204e-10  C2H2 + CH2* <=> C3H3 + H:A
 249  1.03548e+00   1.03548e+00  -7.4000e-11  C2H + C2H2 <=> C4H2 + H:A
 250  1.03548e+00   1.03548e+00  -8.1443e-12  C2H + C2H2 (+M) <=> nC4H3 (+M):HpA
 251  1.03548e+00   1.03548e+00  -4.0134e-11  C2H + C2H2 (+M) <=> iC4H3 (+M):HpA
 252  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + HCCO <=> C3H3 + CO:A
 253  1.03548e+00   1.03548e+00   0.0000e+00  C2H2 + HCCO <=> C3H3 + CO:E
 254  1.03548e+00   1.03548e+00   3.8538e-08  C2H2 + CH3 <=> H + pC3H4:A
 255  1.03548e+00   1.03548e+00  -2.5793e-07  C2H2 + CH3 <=> H + pC3H4:E
 256  1.03548e+00   1.03548e+00   8.0169e-10  C2H2 + CH3 <=> H + aC3H4:A
 257  1.03548e+00   1.03548e+00  -7.6255e-09  C2H2 + CH3 <=> H + aC3H4:E
 258  1.03548e+00   1.03548e+00   5.6847e-07  C2H2 + CH3 <=> CH3CCH2:A
 259  1.03548e+00   1.03548e+00  -1.3409e-06  C2H2 + CH3 <=> CH3CCH2:E
 260  1.03548e+00   1.03548e+00   7.3471e-07  C2H2 + CH3 <=> CH3CHCH:A
 261  1.03548e+00   1.03548e+00  -1.5929e-06  C2H2 + CH3 <=> CH3CHCH:E
 262  1.03548e+00   1.03548e+00   8.3290e-08  C2H2 + CH3 <=> aC3H5:A
 263  1.03548e+00   1.03548e+00   4.0339e-07  C2H2 + CH3 <=> aC3H5:E
 264  1.03548e+00   1.03548e+00   9.0812e-07  H + H2CC <=> C2H2 + H:A
 265  1.03548e+00   1.03548e+00   0.0000e+00  H2CC + OH <=> CH2CO + H:A
 266  1.03548e+00   1.03548e+00   0.0000e+00  H2CC + O2 <=> 2 HCO:A
 267  1.03548e+00   1.03548e+00   3.5386e-10  C2H2 + H2CC (+M) <=> C4H4 (+M):HpA
 268  1.03548e+00   1.03548e+00  -1.9818e-11  C2H4 + H2CC <=> C4H6:A
 269  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + H (+M) <=> CH2CHO (+M):HpA
 270  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + H <=> H2 + HCCO:A
 271  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + H <=> H2 + HCCO:E
 272  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + H <=> CH3 + CO:A
 273  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + H <=> CH3 + CO:E
 274  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + O <=> HCCO + OH:A
 275  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + O <=> HCCO + OH:E
 276  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + O <=> CH2 + CO2:A
 277  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + O <=> CH2 + CO2:E
 278  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + OH <=> H2O + HCCO:A
 279  1.03548e+00   1.03548e+00   0.0000e+00  CH2CO + OH <=> H2O + HCCO:E
 280  1.03548e+00   1.03548e+00   0.0000e+00  H + HCCOH <=> CH2CO + H:A
 281  1.03548e+00   1.03548e+00   1.4743e-06  C2H3 + H (+M) <=> C2H4 (+M):HpA
 282  1.03548e+00   1.03548e+00   2.7828e-06  C2H3 + H <=> C2H2 + H2:A
 283  1.03548e+00   1.03548e+00   2.2742e-06  C2H3 + H <=> H2 + H2CC:A
 284  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O <=> CH2CO + H:A
 285  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O <=> CH3 + CO:A
 286  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + OH <=> C2H2 + H2O:A
 287  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O2 <=> C2H2 + HO2:A
 288  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O2 <=> C2H2 + HO2:E
 289  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O2 <=> CH2CHO + O:A
 290  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O2 <=> CH2CHO + O:E
 291  1.03548e+00   1.03548e+00   0.0000e+00  C2H3 + O2 <=> CH2O + HCO:A
