Type,ID,Fuel1,X_fuel1,Fuel2,X_fuel2,Ox,Dil,Temp,Pres,Model,Reaction,Reac_denom,Sim,Exp_val,Exp_unc
rxn,63r_318,C4H10,0.01,AR,0,0.03,AR,318,3,scheme.uscmech2-base.2atm.cti,633,632.0,Ratio,3.61,0.13
rxn,63r_325,C4H10,0.01,AR,0,0.03,AR,325,3,scheme.uscmech2-base.2atm.cti,633,632.0,Ratio,3.55,0.13
rxn,63r_350,C4H10,0.01,AR,0,0.03,AR,350,3,scheme.uscmech2-base.2atm.cti,633,632.0,Ratio,3.32,0.13
rxn,63r_375,C4H10,0.01,AR,0,0.03,AR,375,3,scheme.uscmech2-base.2atm.cti,633,632.0,Ratio,3.13,0.13
